#Sensor Mode ID:Sensor Mode Short Name:Is Spotlight flag:Min Duration:Max Duration:Along Track:Cross Track:azmtSampleSTD:azmtSampleExt:sampleInRangeForScene:nearOffNadirStepLength (m):nearOffNadirStep (half):farOffNadirStepLength (m):farOffNadirStep (half):subSatelliteStepLength (m):subSatelliteStep (half)
S2A-001:3:3:15770:5:0:2:0:2:0:2
STR-011:2:10:6600:10:0:2:0:2:0:2
STR-012:2:10:6600:10:0:2:0:2:0:2
STR-013:2:10:6600:10:0:2:0:2:0:2
STR-014:2:10:6600:10:0:2:0:2:0:2
STR-015:2:10:6600:10:0:2:0:2:0:2
STR-016:2:10:6600:10:0:2:0:2:0:2
STR-017:2:10:6600:10:0:2:0:2:0:2
STR-018:2:10:6600:10:0:2:0:2:0:2
STR-019:2:10:6600:10:0:2:0:2:0:2
STR-020:2:10:6600:10:0:2:0:2:0:2
STR-021:2:10:6600:10:0:2:0:2:0:2
STR-022:2:10:6600:10:0:2:0:2:0:2
STR-023:2:10:6600:10:0:2:0:2:0:2
STR-024:2:10:6600:10:0:2:0:2:0:2
STR-025:2:10:6600:10:0:2:0:2:0:2
STR-026:2:10:6600:10:0:2:0:2:0:2
STR-027:2:10:6600:10:0:2:0:2:0:2
SC1-001:2:10:15000:20:0:2:0:2:0:2
SC1-002:2:10:15000:20:0:2:0:2:0:2
SC1-003:2:10:15000:20:0:2:0:2:0:2
SC1-004:2:10:15000:20:0:2:0:2:0:2
SC1-005:2:10:15000:20:0:2:0:2:0:2
SC1-006:2:10:15000:20:0:2:0:2:0:2
SC2-001:2:10:30000:20:0:2:0:2:0:2
SC2-002:2:10:30000:20:0:2:0:2:0:2
SC2-003:2:10:30000:20:0:2:0:2:0:2
SC2-004:2:10:30000:20:0:2:0:2:0:2
SC2-005:2:10:30000:20:0:2:0:2:0:2
SC2-006:2:10:30000:20:0:2:0:2:0:2
